PARENTUNID,Name,Stage,Status,FacilityType,DocumentID,AssignedTo,Address,City,County,State,Zip,PHF,PHFCooked,PHFRaw,Database,HSUNID,FacilityName,FacilityType,InspectionType,InspectedBy,InspectionDate,NumCritical,NumNonCritical,TimeSpent,Enforcement,NonSmoking,UNID
41038CE4B48B308088256B6C007EFE07,Simply Delicious Catering,Active,Permitted,Caterer,MNAR-8ACMMB,Eric Stutz,814 Cherry Avenue,Charlottesville,Charlottesville City,Virginia,22903,Yes,No,Yes,Thomas Jefferson,20C10B66B24AF19C852578000052EB8D,Simply Delicious Catering,Caterer,Routine,Eric Stutz,12/21/2010 12:00:00 AM,1,3,0,,Smoke Free,20C10B66B24AF19C852578000052EB8D
414E7016BD90264C852570540054C79D,Subway,Active,Permitted,Fast Food Restaurant,TBAN-6EYLD8,Reed Cranford,1777 Fortune Park Road,Charlottesville,Albemarle,VA,22911,Yes,No,No,Thomas Jefferson,6408997D1C98590E852578AE004F37C1,Subway,Fast Food Restaurant,Routine,Reed Cranford,6/13/2011 12:00:00 AM,1,2,0,,Smoke Free,6408997D1C98590E852578AE004F37C1
41AD7751B77F58BE8525759B00651770,CATEC,Active,Permitted,Other Food Service,TBAN-7R7PR9,Eric Stutz,1000 East Rio Road,Charlottesville,Albemarle,VA,22901,Yes,No,Yes,Thomas Jefferson,7AB56F6F71564B97852577C9006CF69C,CATEC,Other Food Service,Routine,Eric Stutz,10/27/2010 12:00:00 AM,0,0,0.6,,Smoke Free,7AB56F6F71564B97852577C9006CF69C
41E7A651A5450B7C88256B6C007EE2B1,Cherry Avenue Diner,Active,Permitted,Full Service Restaurant,TBAN-8KEQDJ,Eric Stutz,820 Cherry Avenue,Charlottesville,Charlottesville City,Virginia,22901,Yes,No,No,Thomas Jefferson,2A9F268C2E5C44B0852578F6004E0C0D,Cherry Avenue Diner,Full Service Restaurant,Routine,Eric Stutz,8/24/2011 12:00:00 AM,0,0,0.5,,Smoke Free,2A9F268C2E5C44B0852578F6004E0C0D
420764869D04106D88256B6C007F0CC4,Tubby's,Active,Permitted,Full Service Restaurant,EBIE-57R2UK,Reed Cranford,1412 East High Street,Charlottesville,Charlottesville City,Virginia,22902,Yes,Yes,Yes,Thomas Jefferson,B5B812F04A30616585257845006AF080,Tubby's,Full Service Restaurant,Routine,Reed Cranford,2/28/2011 12:00:00 AM,1,4,0,,Smoke Free,B5B812F04A30616585257845006AF080
420764869D04106D88256B6C007F0CC4,Tubby's,Active,Permitted,Full Service Restaurant,EBIE-57R2UK,Reed Cranford,1412 East High Street,Charlottesville,Charlottesville City,Virginia,22902,Yes,Yes,Yes,Thomas Jefferson,D03208BA7D67B6B5852578D9006673EF,Tubby's,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,7/26/2011 12:00:00 AM,1,1,0,,Smoke Free,D03208BA7D67B6B5852578D9006673EF
4262B4A8C7437DD4852576EF005A9E3A,Asian Cafe,Active,Permitted,Full Service Restaurant,PBRE-83TPSX,Abdugheni Ubul,"200 Lake Front Drive, Unit #104",Mineral,Louisa,VA,23117,Yes,Yes,Yes,Thomas Jefferson,C0A2C7F1110758E4882578070069BDA0,Asian Cafe,Full Service Restaurant,Routine,Roy Crewz,12/28/2010 12:00:00 AM,0,1,0,,Smoke Free,C0A2C7F1110758E4882578070069BDA0
4262B4A8C7437DD4852576EF005A9E3A,Asian Cafe,Active,Permitted,Full Service Restaurant,PBRE-83TPSX,Abdugheni Ubul,"200 Lake Front Drive, Unit #104",Mineral,Louisa,VA,23117,Yes,Yes,Yes,Thomas Jefferson,D303350AA2687BA88525781E00606546,Asian Cafe,Full Service Restaurant,Routine,Roy Crewz,1/20/2011 12:00:00 AM,3,4,0,,Smoke Free,D303350AA2687BA88525781E00606546
4262B4A8C7437DD4852576EF005A9E3A,Asian Cafe,Active,Permitted,Full Service Restaurant,PBRE-83TPSX,Abdugheni Ubul,"200 Lake Front Drive, Unit #104",Mineral,Louisa,VA,23117,Yes,Yes,Yes,Thomas Jefferson,6A92220D6D935C8D8525782300607AC9,Asian Cafe,Full Service Restaurant,Routine,Roy Crewz,1/25/2011 12:00:00 AM,0,0,0,,Smoke Free,6A92220D6D935C8D8525782300607AC9
42DDB85EDC942FE888256B6C007ED54B,Greene County Child Care,Active,Permitted,Child Care Food Service,EBIE-57R2HD,Pamela Burke,204 New Life Drive,Ruckersville,Greene,Virginia,22968,Yes,No,No,Thomas Jefferson,963CF0C6994969BE85257834005B8A34,Greene County Child Care,Child Care Food Service,Routine,Pamela Burke,11/2/11 0:00,2,0,0,,Smoke Free,963CF0C6994969BE85257834005B8A34
43689E26F21B711E852576B30061945F,Penne Lane,Closed,Surrendered,Full Service Restaurant,TBAN-7ZXNW6,Archer Campbell,707 West Main Street,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,21E9D4D8726E1FDA852577D5006E9690,Penne Lane,Full Service Restaurant,Routine,Archer Campbell,8/11/10 0:00,5,1,0,,Smoke Free,21E9D4D8726E1FDA852577D5006E9690
4375EBB0F55AC12F85256EAC005F113A,Airport Market,Active,Permitted,Full Service Restaurant,TBAN-5ZQNBL,Reed Cranford,100 Bowen Loop #104,Charlottesville,Albemarle,VA,22911,Yes,No,No,Thomas Jefferson,7BA336FF15994F678525786800527370,Airport Market,Full Service Restaurant,Routine,Reed Cranford,4/4/11 0:00,1,2,0,,Smoke Free,7BA336FF15994F678525786800527370
438C80648A53B87F88256B6C007F14FC,Wendy's,Active,Permitted,Fast Food Restaurant,EBIE-57R2W4,Archer Campbell,1636 Seminole Trail,Charlottesville,Albemarle,Virginia,22902,Yes,No,Yes,Thomas Jefferson,2DFB77BAA5FD37FF852578100075B1E5,Wendy's,Fast Food Restaurant,Risk Factor Assessment,Archer Campbell,4/1/11 0:00,3,0,0,,Smoke Free,2DFB77BAA5FD37FF852578100075B1E5
438C80648A53B87F88256B6C007F14FC,Wendy's,Active,Permitted,Fast Food Restaurant,EBIE-57R2W4,Archer Campbell,1636 Seminole Trail,Charlottesville,Albemarle,Virginia,22902,Yes,No,Yes,Thomas Jefferson,120854CED2D78E44852578E700736A05,Wendy's,Fast Food Restaurant,Routine,Archer Campbell,9/8/11 0:00,2,6,0,,Outdoor smoking area,120854CED2D78E44852578E700736A05
43CF5EDFB20488BD852576E000560B0A,King Chef,Active,Permitted,Full Service Restaurant,TBAN-83CLE9,Pamela Burke,1836 Abbey Road,Charlottesville,Albemarle,VA,22911,Yes,Yes,Yes,Thomas Jefferson,72C375678F15026A852577D00054B29E,King Chef,Full Service Restaurant,Risk Factor Assessment,Pamela Burke,3/11/10 0:00,0,0,0,,Smoke Free,72C375678F15026A852577D00054B29E
43CF5EDFB20488BD852576E000560B0A,King Chef,Active,Permitted,Full Service Restaurant,TBAN-83CLE9,Pamela Burke,1836 Abbey Road,Charlottesville,Albemarle,VA,22911,Yes,Yes,Yes,Thomas Jefferson,CBE89E752BB4B87B852578570057CBA4,King Chef,Full Service Restaurant,Routine,Pamela Burke,3/18/2011 12:00:00 AM,0,5,0,,Smoke Free,CBE89E752BB4B87B852578570057CBA4
4497EA91F0EDE5DB852574A4006D1B24,Devil's Backbone,Active,Permitted,Full Service Restaurant,TBAN-7HGRJH,Reed Cranford,200 Mosby's Run,Roseland,Nelson,VA,22967,Yes,Yes,Yes,Thomas Jefferson,DDD0617E4A25874A852577E00072F232,Devil's Backbone,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,11/19/2010 12:00:00 AM,1,0,0,,Smoke Free,DDD0617E4A25874A852577E00072F232
4497EA91F0EDE5DB852574A4006D1B24,Devil's Backbone,Active,Permitted,Full Service Restaurant,TBAN-7HGRJH,Reed Cranford,200 Mosby's Run,Roseland,Nelson,VA,22967,Yes,Yes,Yes,Thomas Jefferson,B65CAC84F0A82E8D8525783B005B4D42,Devil's Backbone,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,2/18/2011 12:00:00 AM,3,0,0,,Outdoor smoking area,B65CAC84F0A82E8D8525783B005B4D42
4497EA91F0EDE5DB852574A4006D1B24,Devil's Backbone,Active,Permitted,Full Service Restaurant,TBAN-7HGRJH,Reed Cranford,200 Mosby's Run,Roseland,Nelson,VA,22967,Yes,Yes,Yes,Thomas Jefferson,969AEFC470835D798525786F00463D30,Devil's Backbone,Full Service Restaurant,Other,Reed Cranford,11/4/11 0:00,0,0,1.5,,Outdoor smoking area,969AEFC470835D798525786F00463D30
4497EA91F0EDE5DB852574A4006D1B24,Devil's Backbone,Active,Permitted,Full Service Restaurant,TBAN-7HGRJH,Reed Cranford,200 Mosby's Run,Roseland,Nelson,VA,22967,Yes,Yes,Yes,Thomas Jefferson,86EE6B5EF586D8DF852578A9005D2C18,Devil's Backbone,Full Service Restaurant,Routine,Reed Cranford,8/6/11 0:00,3,2,2.3,,Outdoor smoking area,86EE6B5EF586D8DF852578A9005D2C18
4516266E56CE1B5A85256EE40065BC21,Ambrosia Bakery & Deli,Active,Permitted,Full Service Restaurant,LOLR-79TQNN,Reed Cranford,2192 Rockfish Valley Hwy.,Nellysford,Nelson,VA,22958,Yes,Yes,Yes,Thomas Jefferson,68D8734FD843E9548525779300555F41,Ambrosia Bakery & Deli,Carry Out Food Service Only,Risk Factor Assessment,Reed Cranford,3/9/10 0:00,0,0,0,,Smoke Free,68D8734FD843E9548525779300555F41
4516266E56CE1B5A85256EE40065BC21,Ambrosia Bakery & Deli,Active,Permitted,Full Service Restaurant,LOLR-79TQNN,Reed Cranford,2192 Rockfish Valley Hwy.,Nellysford,Nelson,VA,22958,Yes,Yes,Yes,Thomas Jefferson,608D9C20C42F170A8525783F007092A9,Ambrosia Bakery & Deli,Full Service Restaurant,Routine,Reed Cranford,2/18/2011 12:00:00 AM,0,1,0,,Smoke Free,608D9C20C42F170A8525783F007092A9
4516266E56CE1B5A85256EE40065BC21,Ambrosia Bakery & Deli,Active,Permitted,Full Service Restaurant,LOLR-79TQNN,Reed Cranford,2192 Rockfish Valley Hwy.,Nellysford,Nelson,VA,22958,Yes,Yes,Yes,Thomas Jefferson,BFA1F9453102BAA3852578C00069CEB6,Ambrosia Bakery & Deli,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,6/30/2011 12:00:00 AM,1,0,0,,Smoke Free,BFA1F9453102BAA3852578C00069CEB6
4516266E56CE1B5A85256EE40065BC21,Ambrosia Bakery & Deli,Active,Permitted,Full Service Restaurant,LOLR-79TQNN,Reed Cranford,2192 Rockfish Valley Hwy.,Nellysford,Nelson,VA,22958,Yes,Yes,Yes,Thomas Jefferson,F2581E536DE84CE0852578C00069DCA8,Ambrosia Bakery & Deli,Full Service Restaurant,Follow-up,Reed Cranford,1/7/11 0:00,1,0,0.5,Food Impoundment Actions Taken,Smoke Free,F2581E536DE84CE0852578C00069DCA8
4545F1AF91120CB688256B6C007ECFE5,Farmington - Main Kitchen,Active,Permitted,Full Service Restaurant,EBIE-57R2G7,Reed Cranford,1625 Country Club Circle,Charlottesville,Albemarle,VA,22901,Yes,Yes,Yes,Thomas Jefferson,2762D86CD3352D15852577AD005D0E8F,Farmington - Main Kitchen,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,9/29/2010 12:00:00 AM,1,0,0,,Exempt,2762D86CD3352D15852577AD005D0E8F
4545F1AF91120CB688256B6C007ECFE5,Farmington Grill,Active,Permitted,Full Service Restaurant,EBIE-57R2G9,Reed Cranford,1625 Country Club Circle,Charlottesville,Albemarle,VA,22901,Yes,Yes,Yes,Thomas Jefferson,B68179CB1A9BCE2F852577AD0051F3AE,Farmington Grill,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,9/29/2010 12:00:00 AM,2,0,0,,Smoke Free,B68179CB1A9BCE2F852577AD0051F3AE
4545F1AF91120CB688256B6C007ECFE5,Farmington - Main Kitchen,Active,Permitted,Full Service Restaurant,EBIE-57R2G7,Reed Cranford,1625 Country Club Circle,Charlottesville,Albemarle,VA,22901,Yes,Yes,Yes,Thomas Jefferson,B83EF887CB1638C68525781D006D2ECD,Farmington - Main Kitchen,Full Service Restaurant,Routine,Reed Cranford,1/19/2011 12:00:00 AM,3,3,0,,Exempt,B83EF887CB1638C68525781D006D2ECD
4545F1AF91120CB688256B6C007ECFE5,Farmington Grill,Active,Permitted,Full Service Restaurant,EBIE-57R2G9,Reed Cranford,1625 Country Club Circle,Charlottesville,Albemarle,VA,22901,Yes,Yes,Yes,Thomas Jefferson,D667684DA7BD312A8525781E0057FC6B,Farmington Grill,Full Service Restaurant,Routine,Reed Cranford,1/20/2011 12:00:00 AM,2,0,0,,Exempt,D667684DA7BD312A8525781E0057FC6B
4545F1AF91120CB688256B6C007ECFE5,Farmington Grill,Active,Permitted,Full Service Restaurant,EBIE-57R2G9,Reed Cranford,1625 Country Club Circle,Charlottesville,Albemarle,VA,22901,Yes,Yes,Yes,Thomas Jefferson,B12FC3487F6380C48525788E0057C861,Farmington Grill,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,12/5/11 0:00,2,1,0,,Exempt,B12FC3487F6380C48525788E0057C861
4545F1AF91120CB688256B6C007ECFE5,Farmington - Main Kitchen,Active,Permitted,Full Service Restaurant,EBIE-57R2G7,Reed Cranford,1625 Country Club Circle,Charlottesville,Albemarle,VA,22901,Yes,Yes,Yes,Thomas Jefferson,DA83346F8928D1878525789A005A6E02,Farmington - Main Kitchen,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,5/24/2011 12:00:00 AM,1,0,0,,Exempt,DA83346F8928D1878525789A005A6E02
4545F1AF91120CB688256B6C007ECFE5,Farmington Pool Snackbar,Active,Permitted,Seasonal Full Service Restaurant,FMOS-5MRPLU,Abdugheni Ubul,1625 Country Club Circle,Charlottesville,Albemarle,VA,22901,Yes,No,No,Thomas Jefferson,748CF392EA4C4399852578B100543EDC,Farmington Pool Snackbar,Seasonal Full Service Restaurant,Routine,Reed Cranford,6/16/2011 12:00:00 AM,0,3,0,,Smoke Free,748CF392EA4C4399852578B100543EDC
4545F1AF91120CB688256B6C007ECFE5,Farmington Pool Snackbar,Active,Permitted,Seasonal Full Service Restaurant,FMOS-5MRPLU,Abdugheni Ubul,1625 Country Club Circle,Charlottesville,Albemarle,VA,22901,Yes,No,No,Thomas Jefferson,93E31DF27F9BB306852578880050430D,Farmington Pool Snackbar,Seasonal Full Service Restaurant,Pre-Opening,Reed Cranford,6/5/11 0:00,0,2,0.3,,Smoke Free,93E31DF27F9BB306852578880050430D
4545F1AF91120CB688256B6C007ECFE5,Farmington Country Club - 10th Tee,Active,Permitted,Seasonal Fast Food Restaurant,FMOS-5REJ5V,Abdugheni Ubul,1625 Country Club Circle,Charlottesville,Albemarle,VA,22901,Yes,No,No,Thomas Jefferson,D84B859C514A8412852578880050D91B,Farmington Country Club - 10th Tee,Seasonal Fast Food Restaurant,Routine,Reed Cranford,6/5/11 0:00,1,3,0.7,,Outdoor smoking area,D84B859C514A8412852578880050D91B
46028922722DA905852577970059D384,Tandem Friends School,Active,Permitted,Private Middle or High School Food Service,TBAN-893M9B,Archer Campbell,279 Tandem Lane,Charlottesville,Albemarle,VA,22902,Yes,No,Yes,Thomas Jefferson,42DB35D587CED53D852577C9005505EF,Tandem Friends School,Private Middle or High School Food Service,Routine,Archer Campbell,10/27/2010 12:00:00 AM,0,3,0,,Smoke Free,42DB35D587CED53D852577C9005505EF
46028922722DA905852577970059D384,Tandem Friends School,Active,Permitted,Private Middle or High School Food Service,TBAN-893M9B,Archer Campbell,279 Tandem Lane,Charlottesville,Albemarle,VA,22902,Yes,No,Yes,Thomas Jefferson,1F2B24A39ADEFEDF85257878006E73FE,Tandem Friends School,Private Middle or High School Food Service,Routine,Archer Campbell,4/20/2011 12:00:00 AM,0,1,0,,Smoke Free,1F2B24A39ADEFEDF85257878006E73FE
46028922722DA905852577970059D384,Tandem Friends School,Active,Permitted,Private Middle or High School Food Service,TBAN-893M9B,Archer Campbell,279 Tandem Lane,Charlottesville,Albemarle,VA,22902,Yes,No,Yes,Thomas Jefferson,D9B1C49ABAC6D0DF852577AC00713AF3,Tandem Friends School,Child Care Food Service,Pre-Opening,Archer Campbell,9/28/2010 12:00:00 AM,1,0,0.5,,Smoke Free,D9B1C49ABAC6D0DF852577AC00713AF3
46446901E4BA546985256CF40062360F,Amerisist of Louisa,Active,Permitted,Adult Care Home Food Service,FMOS-5KYP2K,Abdugheni Ubul,440 West Main Street,Louisa,Louisa,VA,23093,Yes,No,Yes,Thomas Jefferson,AA43F48B27523CF88525788C00520F65,Amerisist of Louisa,Adult Care Home Food Service,Routine,Archer Campbell,10/5/11 0:00,1,3,0,,Outdoor smoking area,AA43F48B27523CF88525788C00520F65
466DD6B966DC491A8525784D00674B75,Great Harvest Bread Company,Active,Permitted,Full Service Restaurant,TBAN-8ERQ5E,Eric S. Myers,1701 Allied Lane,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,E008D9AEE70DBB778525789B006165DC,Great Harvest Bread Company,Full Service Restaurant,Routine,Eric S. Myers,5/18/2011 12:00:00 AM,0,2,0,,Smoke Free,E008D9AEE70DBB778525789B006165DC
466DD6B966DC491A8525784D00674B75,Great Harvest Bread Company,Active,Permitted,Full Service Restaurant,TBAN-8ERQ5E,Eric S. Myers,1701 Allied Lane,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,9EFD9D359138F55D852578D8006964A7,Great Harvest Bread Company,Full Service Restaurant,Routine,Eric S. Myers,6/22/2011 12:00:00 AM,0,1,1,,Smoke Free,9EFD9D359138F55D852578D8006964A7
4688D1D1E45F0DEC85256BF8006DC84E,Carmike Theatre,Active,Permitted,Other Food Service,MNAR-5E9HFF,Kelly Donahoe,1005 Garden Boulevard,Charlottesville,Albemarle,VA,22901,No,,,Thomas Jefferson,1CDCDE933B5DD3C9852577F4006406E5,Carmike Theatre,Other Food Service,Routine,Kelly Donahoe,9/12/10 0:00,0,1,0.5,,Smoke Free,1CDCDE933B5DD3C9852577F4006406E5
468D7668F30BCA9D88256B6C007F06ED,Tasting's of Charlottesville,Active,Permitted,Full Service Restaurant,EBIE-57R2TF,Reed Cranford,502 East Market Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,00BDC98C74486546852577F900698ED8,Tasting's of Charlottesville,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,12/14/2010 12:00:00 AM,2,0,0,,Smoke Free,00BDC98C74486546852577F900698ED8
468D7668F30BCA9D88256B6C007F06ED,Tasting's of Charlottesville,Active,Permitted,Full Service Restaurant,EBIE-57R2TF,Reed Cranford,502 East Market Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,500C288920E82718852578930057F3C4,Tasting's of Charlottesville,Full Service Restaurant,Routine,Reed Cranford,5/17/2011 12:00:00 AM,1,5,0,,Smoke Free,500C288920E82718852578930057F3C4
476565CA3A66FFD885256E21004E749F,Splendoras Gelato Cafe,Active,Permitted,Full Service Restaurant,SWAS-869L5K,Abdugheni Ubul,317 East Main Street,Charlottesville,Charlottesville City,VA,22902,Yes,No,No,Thomas Jefferson,F4CBE9B5ED14DE99852578DC004BC702,Splendoras Gelato Cafe,Full Service Restaurant,Routine,Reed Cranford,7/29/2011 12:00:00 AM,1,3,0,,Outdoor smoking area,F4CBE9B5ED14DE99852578DC004BC702
47A0A2739050AEC188256B6C007EFCC1,Shang-Hai,Active,Permitted,Full Service Restaurant,SWAS-7DLNBP,Reed Cranford,312 Pantops Center,Charlottesville,Albemarle,Virginia,22911,Yes,Yes,Yes,Thomas Jefferson,7F504E666ECF631385257806006BD0DA,Shang-Hai,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,12/27/2010 12:00:00 AM,1,1,0,,Smoke Free,7F504E666ECF631385257806006BD0DA
47A0A2739050AEC188256B6C007EFCC1,Shang-Hai,Active,Permitted,Full Service Restaurant,SWAS-7DLNBP,Reed Cranford,312 Pantops Center,Charlottesville,Albemarle,Virginia,22911,Yes,Yes,Yes,Thomas Jefferson,439EFC7882D5E224852578840066B982,Shang-Hai,Full Service Restaurant,Routine,Reed Cranford,2/5/11 0:00,1,8,0,,Smoke Free,439EFC7882D5E224852578840066B982
47A0A2739050AEC188256B6C007EFCC1,Shang-Hai,Active,Permitted,Full Service Restaurant,SWAS-7DLNBP,Reed Cranford,312 Pantops Center,Charlottesville,Albemarle,Virginia,22911,Yes,Yes,Yes,Thomas Jefferson,2C3CEFCFB7E43631852578FC00692A53,Shang-Hai,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,8/30/2011 12:00:00 AM,3,0,0,,Smoke Free,2C3CEFCFB7E43631852578FC00692A53
47A0A2739050AEC188256B6C007EFCC1,Shang-Hai,Active,Permitted,Full Service Restaurant,SWAS-7DLNBP,Reed Cranford,312 Pantops Center,Charlottesville,Albemarle,Virginia,22911,Yes,Yes,Yes,Thomas Jefferson,7325CCA7E0AE1FF985257809004E072D,Shang-Hai,Full Service Restaurant,Complaint,Reed Cranford,12/29/2010 12:00:00 AM,0,0,0.4,,Smoke Free,7325CCA7E0AE1FF985257809004E072D
47DE90A6D6360900852573DA006B9102,Rosewood Village Hollymead Assisted Living,Active,Permitted,Nursing Home Food Service,TBAN-7B6R2V,Eric S. Myers,2029 Lockwood Drive,Charlottesville,Albemarle,VA,22911,Yes,No,Yes,Thomas Jefferson,BAA6D8D2602247518525781E0058B7AB,Rosewood Village Hollymead Assisted Living,Nursing Home Food Service,Routine,Eric S. Myers,1/19/2011 12:00:00 AM,3,1,0,,Smoke Free,BAA6D8D2602247518525781E0058B7AB
47DE90A6D6360900852573DA006B9102,Rosewood Village Hollymead Assisted Living,Active,Permitted,Nursing Home Food Service,TBAN-7B6R2V,Eric S. Myers,2029 Lockwood Drive,Charlottesville,Albemarle,VA,22911,Yes,No,Yes,Thomas Jefferson,4195EF7AA297C96B852578F00055E893,Rosewood Village Hollymead Assisted Living,Nursing Home Food Service,Routine,Eric S. Myers,8/18/2011 12:00:00 AM,2,3,0,,Smoke Free,4195EF7AA297C96B852578F00055E893
47DE90A6D6360900852573DA006B9102,Rosewood Village Hollymead Assisted Living,Active,Permitted,Nursing Home Food Service,TBAN-7B6R2V,Eric S. Myers,2029 Lockwood Drive,Charlottesville,Albemarle,VA,22911,Yes,No,Yes,Thomas Jefferson,AF45DEBC372FE4558525782B004E807E,Rosewood Village Hollymead Assisted Living,Nursing Home Food Service,Follow-up,Eric S. Myers,1/31/2011 12:00:00 AM,0,0,0.8,,Smoke Free,AF45DEBC372FE4558525782B004E807E
4812ADC33DB96A0888256B6C007EE534,#NAME?,Active,Permitted,Full Service Restaurant,EBIE-57R2LT,Reed Cranford,165 Front Street,Lovingston,Nelson,Virginia,22949,Yes,Yes,Yes,Thomas Jefferson,2941CADAB2414615852578530055A36A,#NAME?,Full Service Restaurant,Risk Factor Assessment,Eric S. Myers,7/2/11 0:00,2,0,0,,Smoke Free,2941CADAB2414615852578530055A36A
4812ADC33DB96A0888256B6C007EE534,#NAME?,Active,Permitted,Full Service Restaurant,EBIE-57R2LT,Reed Cranford,165 Front Street,Lovingston,Nelson,Virginia,22949,Yes,Yes,Yes,Thomas Jefferson,5088B509F3BF1EB3852578BF006A5856,#NAME?,Full Service Restaurant,Routine,Reed Cranford,6/30/2011 12:00:00 AM,1,4,0,,Smoke Free,5088B509F3BF1EB3852578BF006A5856
4812ADC33DB96A0888256B6C007EE534,#NAME?,Active,Permitted,Full Service Restaurant,EBIE-57R2LT,Reed Cranford,165 Front Street,Lovingston,Nelson,Virginia,22949,Yes,Yes,Yes,Thomas Jefferson,6A811BE0514C1824852577D90071E92C,Lovingston Cafe,Full Service Restaurant,Critical Procedures,Eric S. Myers,7/10/10 0:00,2,0,1.5,,Smoke Free,6A811BE0514C1824852577D90071E92C
482719DC315375FC88256B6C007EE6F2,Martha Jefferson Hospital,Closed,Surrendered,Hospital Food Service,EBIE-57R2M6,Archer Campbell,459 Locust Avenue,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,9F8760CFE1777D3F852578420063D2C9,Martha Jefferson Hospital,Hospital Food Service,Routine,Archer Campbell,2/25/2011 12:00:00 AM,2,0,0,,Smoke Free,9F8760CFE1777D3F852578420063D2C9
482719DC315375FC88256B6C007EE6F2,Higher Grounds at MJH,Closed,Surrendered,Other Food Service,MNAR-7XRMUM,Kelly Donahoe,459 Locust Avenue,Charlottesville,Charlottesville City,VA,22902,Yes,No,No,Thomas Jefferson,1BC88B9E7E8019C68525787100530D82,Higher Grounds at MJH,Other Food Service,Routine,Kelly Donahoe,4/13/2011 12:00:00 AM,0,0,0.5,,Smoke Free,1BC88B9E7E8019C68525787100530D82
48430EB8C81711D888256B6C007F1920,Little Sweden Cafe,Closed,Surrendered,Full Service Restaurant,SWAS-86YKYJ,Kelly Donahoe,1710 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,0A1F84C697A88553852577BC0052CB02,Little Sweden Cafe,Full Service Restaurant,Routine,Kelly Donahoe,10/14/2010 12:00:00 AM,3,1,1.3,,Smoke Free,0A1F84C697A88553852577BC0052CB02
48430EB8C81711D888256B6C007F1920,Little Sweden Cafe,Closed,Surrendered,Full Service Restaurant,SWAS-86YKYJ,Kelly Donahoe,1710 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,372FD7AADF5B2CE1852577F4006B56F4,Little Sweden Cafe,Full Service Restaurant,Follow-up,Kelly Donahoe,9/12/10 0:00,1,0,1,,Smoke Free,372FD7AADF5B2CE1852577F4006B56F4
486DE83ACA708BF388256B6C007ED0AD,Fluvanna Head Start,Active,Permitted,Child Care Food Service,EBIE-57R2GD,Eric Stutz,3341 Central Plaines Road,Palmyra,Fluvanna,Virginia,22963,Yes,No,No,Thomas Jefferson,90FD6AAB12FA386285257894004AFF22,Fluvanna Head Start,Child Care Food Service,Routine,Eric Stutz,5/18/2011 12:00:00 AM,0,2,0.8,,Smoke Free,90FD6AAB12FA386285257894004AFF22
49166E896714263188256B6C007EFC1B,Scottsville Elementary School,Active,Permitted,Public Elementary School Food Service,EBIE-57R2RB,Abdugheni Ubul,7868 Scottsville Road,Scottsville,Albemarle,Virginia,24590,Yes,No,Yes,Thomas Jefferson,884DD21F34E97C928525779E00529C3C,Scottsville Elementary School,Public Elementary School Food Service,Routine,Roy Crewz,9/14/2010 12:00:00 AM,2,1,0,,Smoke Free,884DD21F34E97C928525779E00529C3C
49166E896714263188256B6C007EFC1B,Scottsville Elementary School,Active,Permitted,Public Elementary School Food Service,EBIE-57R2RB,Abdugheni Ubul,7868 Scottsville Road,Scottsville,Albemarle,Virginia,24590,Yes,No,Yes,Thomas Jefferson,0D3920331CD122968525781D00510CC8,Scottsville Elementary School,Public Elementary School Food Service,Routine,Roy Crewz,1/19/2011 12:00:00 AM,0,1,0,,Smoke Free,0D3920331CD122968525781D00510CC8
495435D690CE9EF8852573710069B7DA,First Run Catering,Active,Permitted,Full Service Restaurant,TBAN-83LKX4,Eric S. Myers,995 Research Park Blvd.,Charlottesville,Albemarle,VA,22911,Yes,Yes,Yes,Thomas Jefferson,1DCFF07B7128B505852578D100610F54,First Run Catering,Full Service Restaurant,Risk Factor Assessment,Eric S. Myers,7/18/2011 12:00:00 AM,3,0,0,,Smoke Free,1DCFF07B7128B505852578D100610F54
