PARENTUNID,Name,Stage,Status,FacilityType,DocumentID,Address,City,County,State,Zip,PHF,PHFCooked,PHFRaw,Database,HSUNID,FacilityName,FacilityType,InspectionType,InspectedBy,InspectionDate,NumCritical,NumNonCritical,TimeSpent,Enforcement,NonSmoking,Code,Description,IsCritical,IsRepeat,Observations,CorrectiveActions,CiolCorrectedSet,UNID,ViolUNID
2A51F36CE8034F8C88256B6C007EC5EB,Coupe DeVille's,Active,Permitted,Full Service Restaurant,EBIE-57R2E4,9 Elliewood Avenue,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,2E7253D1E8B4DBB58525781E0063103D,Coupe DeVille's,Full Service Restaurant,Risk Factor Assessment,Pamela Burke,1/20/2011 12:00:00 AM,1,1,0,,Smoke Free,3045,Handwashing Signage/Handwashing Facilities,FALSE,FALSE,A sign or poster that notifies food employees to wash their hands is not provided at all lavatories used by food employees. Ovserved no signage in restrooms,Provide a sign or poster that notifies food employees to wash their hands at all handwashing lavatories used by food employees.,,2E7253D1E8B4DBB58525781E0063103D,2E7253D1E8B4DBB58525781E0063103D
2A51F36CE8034F8C88256B6C007EC5EB,Coupe DeVille's,Active,Permitted,Full Service Restaurant,EBIE-57R2E4,9 Elliewood Avenue,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,2E7253D1E8B4DBB58525781E0063103D,Coupe DeVille's,Full Service Restaurant,Risk Factor Assessment,Pamela Burke,1/20/2011 12:00:00 AM,1,1,0,,Smoke Free,830,Date Marking - Ready-to-Eat - Potentially Hazardous Food - Date Marking*,TRUE,FALSE,The ready-to-eat (RTE) commercially processed sliced cheese in the refrigeration unit was not properly dated for disposition after opening.,"Mark a ""consume by"" date on commercially processed RTE foods at the time the original container is opened. If the food is held at 41¡F or below the food shall be served or sold within 7 calendar days. Some harmful bacteria continue to grow even at refrigeration temperatures so limiting the amount of time in storage limits the amount of growth allowed for these bacteria.",,2E7253D1E8B4DBB58525781E0063103D,2E7253D1E8B4DBB58525781E0063103D
2A51F36CE8034F8C88256B6C007EC5EB,Coupe DeVille's,Active,Permitted,Full Service Restaurant,EBIE-57R2E4,9 Elliewood Avenue,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,2E7253D1E8B4DBB58525781E0063103D,Coupe DeVille's,Full Service Restaurant,Risk Factor Assessment,Pamela Burke,1/20/2011 12:00:00 AM,1,1,0,,Smoke Free,830,Date Marking - Ready-to-Eat - Potentially Hazardous Food - Date Marking*,TRUE,FALSE,The prepared ready-to-eat (RTE) foods in the refrigeration unit is not properly dated for disposition. No date marking of preparewd RTE foods obsever in refigeration units.,"Mark the name and ""consume by"" date on the container of RTE foods at the time of preparation if the food is to be held for more than 24 hours. If the food is held at 41¡F or below the food shall be served or sold within 7 calendar days. Some harmful bacteria continue to grow even at refrigeration temperatures so limiting the amount of time in storage limits the amount of growth allowed for these bacteria.",,2E7253D1E8B4DBB58525781E0063103D,2E7253D1E8B4DBB58525781E0063103D
2A562FEE363836F588256B6C007ED046,Flaming Wok,Active,Permitted,Full Service Restaurant,TBAN-6H3LEV,1305 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,80B048A2EF31933F8525782B0068D6A3,Flaming Wok,Full Service Restaurant,Critical Procedures,Eric Stutz,2/2/11 0:00,3,0,1.3,,Smoke Free,160,Hands - When to Wash*,TRUE,FALSE,"A food employee failed to wash his or her hands before engaging in food preparation, after touching bare human body parts, after coughing, sneezing, eating, after handling soiled utensils or after engaging in any activity which may have contaminated his/her hands.","Instruct food employees to clean their hands and exposed portions of their arms immediately before engaging in food preparation including working with exposed food, clean equipment and utensils, and unwrapped single-service and single-use articles and during food preparation, as often as necessary to remove soil and contamination and to prevent cross contamination when changing task.",,80B048A2EF31933F8525782B0068D6A3,80B048A2EF31933F8525782B0068D6A3
2A562FEE363836F588256B6C007ED046,Flaming Wok,Active,Permitted,Full Service Restaurant,TBAN-6H3LEV,1305 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,80B048A2EF31933F8525782B0068D6A3,Flaming Wok,Full Service Restaurant,Critical Procedures,Eric Stutz,2/2/11 0:00,3,0,1.3,,Smoke Free,470,"Food - Packaged and Unpackaged - Separation, Packaging, and Segregation*",TRUE,TRUE,Different types of raw animal foods stored in such a manner that may cause cross contamination.,"As discussed, store raw meats according to their cooking temperature.",,80B048A2EF31933F8525782B0068D6A3,80B048A2EF31933F8525782B0068D6A3
2A562FEE363836F588256B6C007ED046,Flaming Wok,Active,Permitted,Full Service Restaurant,TBAN-6H3LEV,1305 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,80B048A2EF31933F8525782B0068D6A3,Flaming Wok,Full Service Restaurant,Critical Procedures,Eric Stutz,2/2/11 0:00,3,0,1.3,,Smoke Free,1900,Equipment and Utensils - Hot Water and Chemical Sanitizing*,TRUE,FALSE,Employees observed warewashing in three cmpartment sink without sanitization step.,Sanitize utensils and kitchenware at proper sanitizer concentration and immerse or expose food contact surfaces to sanitizing solution for adequate time.,,80B048A2EF31933F8525782B0068D6A3,80B048A2EF31933F8525782B0068D6A3
2A562FEE363836F588256B6C007ED046,Flaming Wok,Active,Permitted,Full Service Restaurant,TBAN-6H3LEV,1305 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,1C080A85AF02A783852578CD0068F39D,Flaming Wok,Full Service Restaurant,Routine,Eric Stutz,7/14/2011 12:00:00 AM,3,4,0,,Smoke Free,470,"Food - Packaged and Unpackaged - Separation, Packaging, and Segregation*",TRUE,TRUE,Different types of raw animal foods stored in such a manner that may cause cross contamination.  Raw meats not shelved properly in 1-door reach-in.,"Separate types of raw animal foods from each other such as beef, fish, lamb pork, and poultry during storage, preparation, holding, and display by the following: (a) Using separate equipment for each type. (b) Arranging each type of food in equipment so that cross contamination of one type with another is prevented. (c) Preparing each type of food at different times or in separate areas.",,1C080A85AF02A783852578CD0068F39D,1C080A85AF02A783852578CD0068F39D
2A562FEE363836F588256B6C007ED046,Flaming Wok,Active,Permitted,Full Service Restaurant,TBAN-6H3LEV,1305 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,1C080A85AF02A783852578CD0068F39D,Flaming Wok,Full Service Restaurant,Routine,Eric Stutz,7/14/2011 12:00:00 AM,3,4,0,,Smoke Free,0820 A 2,Food - Potentially Hazardous Food - Cold Holding*,TRUE,TRUE,Potentially hazardous food items cold holding at improper temperatures in samll 1-door glass reach-in.,Discard the food and ensure that potentially hazardous foods for cold holding are maintained at 41¡F or below to inhibit the growth of harmful bacteria.,,1C080A85AF02A783852578CD0068F39D,1C080A85AF02A783852578CD0068F39D
2A562FEE363836F588256B6C007ED046,Flaming Wok,Active,Permitted,Full Service Restaurant,TBAN-6H3LEV,1305 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,1C080A85AF02A783852578CD0068F39D,Flaming Wok,Full Service Restaurant,Routine,Eric Stutz,7/14/2011 12:00:00 AM,3,4,0,,Smoke Free,830,Date Marking - Ready-to-Eat - Potentially Hazardous Food - Date Marking*,TRUE,TRUE,Prepared ready-to-eat (RTE) foods in the refrigeration unit are not properly dated for disposition.,"Mark the name and ""consume by"" date on the container of RTE foods at the time of preparation if the food is to be held for more than 24 hours. If the food is held at 41¡F or below the food shall be served or sold within 7 calendar days. Some harmful bacteria continue to grow even at refrigeration temperatures so limiting the amount of time in storage limits the amount of growth allowed for these bacteria.",,1C080A85AF02A783852578CD0068F39D,1C080A85AF02A783852578CD0068F39D
2A562FEE363836F588256B6C007ED046,Flaming Wok,Active,Permitted,Full Service Restaurant,TBAN-6H3LEV,1305 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,1C080A85AF02A783852578CD0068F39D,Flaming Wok,Full Service Restaurant,Routine,Eric Stutz,7/14/2011 12:00:00 AM,3,4,0,,Smoke Free,1570,Equipment - Good Repair and Proper Adjustment,FALSE,FALSE,The door gasket to the 1-door glass reach-in is in poor repair.,Repair or replace the door gasket in accordance with the manufacturer's specifications.,,1C080A85AF02A783852578CD0068F39D,1C080A85AF02A783852578CD0068F39D
2A562FEE363836F588256B6C007ED046,Flaming Wok,Active,Permitted,Full Service Restaurant,TBAN-6H3LEV,1305 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,1C080A85AF02A783852578CD0068F39D,Flaming Wok,Full Service Restaurant,Routine,Eric Stutz,7/14/2011 12:00:00 AM,3,4,0,,Smoke Free,1770 C,"Equipment - Food Contact Surfaces, Nonfood Contact Surfaces, and Utensils",FALSE,FALSE,"Observed accumulations of dust, dirt, food residue or other debris on the following nonfood-food contact surfaces: Walk-in refrigerator fan unit and also the shelving located in the walk-in.",Maintain nonfood-contact surfaces of equipment clean.,,1C080A85AF02A783852578CD0068F39D,1C080A85AF02A783852578CD0068F39D
2A562FEE363836F588256B6C007ED046,Flaming Wok,Active,Permitted,Full Service Restaurant,TBAN-6H3LEV,1305 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,1C080A85AF02A783852578CD0068F39D,Flaming Wok,Full Service Restaurant,Routine,Eric Stutz,7/14/2011 12:00:00 AM,3,4,0,,Smoke Free,1800,Non-Food Contact Surfaces,FALSE,FALSE,"The nonfood contact surface of the following equipment has accumulations of grime and debris: Cookline equipment, condiment cart at cookline, and metal containers used for disposing of cooking oil.",Clean the surface at a frequency necessary to preclude accumulation of soil residues that become encrusted or attract insects and rodents.,,1C080A85AF02A783852578CD0068F39D,1C080A85AF02A783852578CD0068F39D
2A562FEE363836F588256B6C007ED046,Flaming Wok,Active,Permitted,Full Service Restaurant,TBAN-6H3LEV,1305 Seminole Trail,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,1C080A85AF02A783852578CD0068F39D,Flaming Wok,Full Service Restaurant,Routine,Eric Stutz,7/14/2011 12:00:00 AM,3,4,0,,Smoke Free,3180,Physical Facilities - Cleaning Frequency and Restrictions,FALSE,FALSE,Floor under equipment and along edges noted in need of cleaning.,"All floors, walls, and ceilings must be cleaned as often as necessary to keep them clean. Cleaning of the physical facilities is an important measure in ensuring the protection and sanitary preparation of food. A regular cleaning schedule should be established and followed to maintain the facility in a clean and sanitary manner.",,1C080A85AF02A783852578CD0068F39D,1C080A85AF02A783852578CD0068F39D
2A5DCCC3A675104A852578E00059BBFE,Steak Me Home,Active,Permitted,Mobile Food Unit,CTIY-8KCM84,525 McCormick Road,Charlottesville,Charlottesville City,VA,22904,Yes,No,Yes,Thomas Jefferson,0101EEB2BFC01833852578F70067BBCF,Steak Me Home,Mobile Food Unit,Routine,Eric Stutz,8/25/2011 12:00:00 AM,0,0,0.3,,Smoke Free,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,0101EEB2BFC01833852578F70067BBCF,NULL
2AA8C096BD2D73EA88256B6C007F10BC,UVA - Newcomb Hall,Active,Pending,Full Service Restaurant,TBAN-8GYGJX,P.O. Box 400312,Charlottesville,Charlottesville City,VA,22904,Yes,Yes,Yes,Thomas Jefferson,1054D42FDF1E293A852578F0006306C3,UVA - Newcomb Hall,Full Service Restaurant,Other,Eric Stutz,8/18/2011 12:00:00 AM,0,0,1.8,,Smoke Free,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,1054D42FDF1E293A852578F0006306C3,NULL
2AA8C096BD2D73EA88256B6C007F10BC,UVA - Newcomb Hall,Active,Permitted,State College Food Service,EMYS-58URMH,1 Newcomb Hall,Charlottesville,Charlottesville City,Virginia,22904,Yes,Yes,Yes,Thomas Jefferson,1AFF2A5878331181852577AF0059391A,UVA - Newcomb Hall,State College Food Service,Risk Factor Assessment,Eric Stutz,1/10/10 0:00,2,1,0,,Smoke Free,1780 E,Equipment - Non-Food Contact Surfaces and Utensils,FALSE,FALSE,,,,1AFF2A5878331181852577AF0059391A,1AFF2A5878331181852577AF0059391A
2AA8C096BD2D73EA88256B6C007F10BC,UVA - Newcomb Hall,Active,Permitted,State College Food Service,EMYS-58URMH,1 Newcomb Hall,Charlottesville,Charlottesville City,Virginia,22904,Yes,Yes,Yes,Thomas Jefferson,1AFF2A5878331181852577AF0059391A,UVA - Newcomb Hall,State College Food Service,Risk Factor Assessment,Eric Stutz,1/10/10 0:00,2,1,0,,Smoke Free,1900,Equipment and Utensils - Hot Water and Chemical Sanitizing*,TRUE,TRUE,"Due to improper operation of the mechanical warewashing machine, equipment food-contact surfaces and utensils are not sanitized after cleaning. (See 12 VAC 5-421-1680)","Repair the unit so that achieving a utensil surface temperature of 160¡F can be measured by an irreversible registering temperature indicator (e.g. thermolabel and maximum registering thermometer). Discontinue use of mechanical warewashing machine and convert to use of 3-vat sink wash, rinse and chemical sanitization. Use single-service items as deemed necessary if not capable of effective manual washing, rinsing, and sanitization of food-contact surfaces.",Corrected,1AFF2A5878331181852577AF0059391A,1AFF2A5878331181852577AF0059391A
2AA8C096BD2D73EA88256B6C007F10BC,UVA - Newcomb Hall,Active,Permitted,State College Food Service,EMYS-58URMH,1 Newcomb Hall,Charlottesville,Charlottesville City,Virginia,22904,Yes,Yes,Yes,Thomas Jefferson,1AFF2A5878331181852577AF0059391A,UVA - Newcomb Hall,State College Food Service,Risk Factor Assessment,Eric Stutz,1/10/10 0:00,2,1,0,,Smoke Free,1900,Equipment and Utensils - Hot Water and Chemical Sanitizing*,TRUE,TRUE,"When tested, no sanitizer or a low concentration of chemical sanitizer was found in the wiping cloth bucket storing wiping cloths used on food contact surfaces (bucket at raw chicken prep station)",Provide the proper concentration of sanitizer and immerse or expose food contact surfaces to sanitizing solution for adequate time.,Corrected,1AFF2A5878331181852577AF0059391A,1AFF2A5878331181852577AF0059391A
2AA8C096BD2D73EA88256B6C007F10BC,UVA - Newcomb Hall,Active,Permitted,State College Food Service,EMYS-58URMH,1 Newcomb Hall,Charlottesville,Charlottesville City,Virginia,22904,Yes,Yes,Yes,Thomas Jefferson,1AFF2A5878331181852577AF0059391A,UVA - Newcomb Hall,State College Food Service,Risk Factor Assessment,Eric Stutz,1/10/10 0:00,2,1,0,,Smoke Free,800,Cooling*,TRUE,FALSE,Pork loin noted as not being adequately cooled to prevent the growth of harmful bacteria.  Internal temperature of product 47F after being held overnight.,Cool potentially hazardous foods from 135¡F to 70¡F within 2 hours and from 70¡F to 41¡F or below within 4 hours. A longer time for cooling allows an ideal situation for bacterial growth. This has been shown to be the major contributing factor in many foodborne illnesses.  Product discarded.,Corrected,1AFF2A5878331181852577AF0059391A,1AFF2A5878331181852577AF0059391A
2AA8C096BD2D73EA88256B6C007F10BC,UVA - Newcomb Hall,Active,Permitted,State College Food Service,EMYS-58URMH,1 Newcomb Hall,Charlottesville,Charlottesville City,Virginia,22904,Yes,Yes,Yes,Thomas Jefferson,BB4A49081C6981198525787E005B555E,UVA - Newcomb Hall,State College Food Service,Risk Factor Assessment,Eric Stutz,4/26/2011 12:00:00 AM,1,0,0,,Smoke Free,160,Hands - When to Wash*,TRUE,FALSE,"A food employee failed to wash his or her hands before engaging in food preparation, after touching bare human body parts, after coughing, sneezing, eating, after handling soiled utensils or after engaging in any activity which may have contaminated his/her hands.","Instruct food employees to clean their hands and exposed portions of their arms immediately before engaging in food preparation including working with exposed food, clean equipment and utensils, and unwrapped single-service and single-use articles and during food preparation, as often as necessary to remove soil and contamination and to prevent cross contamination when changing task.",Corrected,BB4A49081C6981198525787E005B555E,BB4A49081C6981198525787E005B555E
2AEE515716168C9E8525745F004EC585,Dunkin Donuts,Active,Permitted,Fast Food Restaurant,SWAS-7FBJWU,271 Turkeysag Trail,Palmyra,Fluvanna,VA,22963,Yes,No,No,Thomas Jefferson,0D14BD2089A28726852578170052D9FD,Dunkin Donuts,Fast Food Restaurant,Routine,Eric Stutz,1/13/2011 12:00:00 AM,1,0,0.9,,Smoke Free,1900,Equipment and Utensils - Hot Water and Chemical Sanitizing*,TRUE,FALSE,"Due to improper operation of the low temperature chemical sanitizing mechanical warewashing machine, equipment food-contact surfaces and utensils are not sanitized after cleaning. (See 12 VAC 5-421-1700).  Sanitizer container empty.",Verify the level of sanitizer and continually monitor by the use of test strips/kit.,Corrected,0D14BD2089A28726852578170052D9FD,0D14BD2089A28726852578170052D9FD
2B4C6645DAD67D0C85256D02006AD0F7,The Invisible Chef,Active,Permitted,Caterer,MMIR-5U6H9G,8445 Thomas Nelson Highway,Lovingston,Nelson,VA,22949,Yes,Yes,Yes,Thomas Jefferson,B457F2415046EBB4852577990057D8E9,The Invisible Chef,Caterer,Routine,Kelly Donahoe,9/9/10 0:00,2,0,0.8,,Smoke Free,470,"Food - Packaged and Unpackaged - Separation, Packaging, and Segregation*",TRUE,TRUE,Raw animal food holding in a manner that may cause cross contamination of to ready-to-eat food (RTE).,"Separate raw animal foods during storage, preparation, holding, and display from raw RTE food including other raw animal food such as fish for sushi or molluscan shellfish, or other raw RTE food such as vegetables, and cooked RTE food.",Corrected,B457F2415046EBB4852577990057D8E9,B457F2415046EBB4852577990057D8E9
2B4C6645DAD67D0C85256D02006AD0F7,The Invisible Chef,Active,Permitted,Caterer,MMIR-5U6H9G,8445 Thomas Nelson Highway,Lovingston,Nelson,VA,22949,Yes,Yes,Yes,Thomas Jefferson,B457F2415046EBB4852577990057D8E9,The Invisible Chef,Caterer,Routine,Kelly Donahoe,9/9/10 0:00,2,0,0.8,,Smoke Free,830,Date Marking - Ready-to-Eat - Potentially Hazardous Food - Date Marking*,TRUE,TRUE,The prepared ready-to-eat (RTE) @FOOD@ in the refrigeration unit is not properly dated for disposition.,"Mark the name and ""consume by"" date on the container of RTE foods at the time of preparation if the food is to be held for more than 24 hours. If the food is held at 41¡F or below the food shall be served or sold within 7 calendar days. Some harmful bacteria continue to grow even at refrigeration temperatures so limiting the amount of time in storage limits the amount of growth allowed for these bacteria.",,B457F2415046EBB4852577990057D8E9,B457F2415046EBB4852577990057D8E9
2B4C6645DAD67D0C85256D02006AD0F7,The Invisible Chef,Active,Permitted,Caterer,MMIR-5U6H9G,8445 Thomas Nelson Highway,Lovingston,Nelson,VA,22949,Yes,Yes,Yes,Thomas Jefferson,BEFDC0E07886882285257810005CDFF6,The Invisible Chef,Caterer,Risk Factor Assessment,Reed Cranford,6/1/11 0:00,0,0,0,,Smoke Free,,,FALSE,FALSE,,,,BEFDC0E07886882285257810005CDFF6,BEFDC0E07886882285257810005CDFF6
2B6601D192C79E6F852573E900628A3B,Papa John's Pizza,Active,Permitted,Fast Food Restaurant,SWAS-7BMP5N,68 Heritage Drive #Unit H,Palmyra,Fluvanna,VA,22963,Yes,No,No,Thomas Jefferson,8005F7F4E6E12CF08525781F006A7351,Papa John's Pizza,Fast Food Restaurant,Routine,Eric Stutz,1/21/2011 12:00:00 AM,0,1,0.8,,Smoke Free,1770 C,"Equipment - Food Contact Surfaces, Nonfood Contact Surfaces, and Utensils",FALSE,FALSE,"Observed accumulations of dust, dirt, food residue or other debris on the following nonfood-food contact surfaces: fan covers in walk-in refrigerator.",Maintain nonfood-contact surfaces of equipment clean.,,8005F7F4E6E12CF08525781F006A7351,8005F7F4E6E12CF08525781F006A7351
2B66716E7061A1AA88256B6F0069C4D3,The Box,Active,Permitted,Full Service Restaurant,SWAS-79VHDD,109 2nd Street SE,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,36715D5AD4FA5A478525780700798F32,The Box,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,12/28/2010 12:00:00 AM,0,0,0,,Outdoor smoking area,,,FALSE,FALSE,,,,36715D5AD4FA5A478525780700798F32,36715D5AD4FA5A478525780700798F32
2B66716E7061A1AA88256B6F0069C4D3,The Box,Active,Permitted,Full Service Restaurant,SWAS-79VHDD,109 2nd Street SE,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,3DAE98686BE5A4238525788D00583649,The Box,Full Service Restaurant,Routine,Reed Cranford,11/5/11 0:00,2,3,0,,Outdoor smoking area,800,Cooling*,TRUE,TRUE,Chicken wings and rice noted not being adequately cooled to prevent the growth of harmful bacteria.,Cool potentially hazardous foods prepared from ingredients at ambient temperature to 41¡F or below within 4 hours. A longer time for cooling allows an ideal situation for bacterial growth. This has been shown to be the major contributing factor in many foodborne illnesses. Food discarded during the inspection.,Corrected,3DAE98686BE5A4238525788D00583649,3DAE98686BE5A4238525788D00583649
2B66716E7061A1AA88256B6F0069C4D3,The Box,Active,Permitted,Full Service Restaurant,SWAS-79VHDD,109 2nd Street SE,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,3DAE98686BE5A4238525788D00583649,The Box,Full Service Restaurant,Routine,Reed Cranford,11/5/11 0:00,2,3,0,,Outdoor smoking area,0820 A 2,Food - Potentially Hazardous Food - Cold Holding*,TRUE,FALSE,Tofu cold holding at improper temperatures,Relocate food to a refrigeration unit that is capable of maintaining food storage at 41¡F or below. Food discarded during the inspection.,Corrected,3DAE98686BE5A4238525788D00583649,3DAE98686BE5A4238525788D00583649
2B66716E7061A1AA88256B6F0069C4D3,The Box,Active,Permitted,Full Service Restaurant,SWAS-79VHDD,109 2nd Street SE,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,3DAE98686BE5A4238525788D00583649,The Box,Full Service Restaurant,Routine,Reed Cranford,11/5/11 0:00,2,3,0,,Outdoor smoking area,1530,"Sanitizing Solutions, Testing Devices",FALSE,FALSE,There is no properly working test kit provided in the facility for monitoring the concentration of the chemical sanitizing solutions.,Obtain a quantinary ammonia test kit so that employees can accurately monitor the concentration of the sanitizing solutions and maintain them at a safe and effective level.,,3DAE98686BE5A4238525788D00583649,3DAE98686BE5A4238525788D00583649
2B66716E7061A1AA88256B6F0069C4D3,The Box,Active,Permitted,Full Service Restaurant,SWAS-79VHDD,109 2nd Street SE,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,3DAE98686BE5A4238525788D00583649,The Box,Full Service Restaurant,Routine,Reed Cranford,11/5/11 0:00,2,3,0,,Outdoor smoking area,1370,"Warewashing Machines, Sanitizer Level Indicator",FALSE,FALSE,The warewashing machine is not equipped with a device to warn of low sanitizer level.,Alter or replace the warewashing machine so that an audible or visual warning is given when more chemical sanitizer needs to be added.,,3DAE98686BE5A4238525788D00583649,3DAE98686BE5A4238525788D00583649
2B66716E7061A1AA88256B6F0069C4D3,The Box,Active,Permitted,Full Service Restaurant,SWAS-79VHDD,109 2nd Street SE,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,3DAE98686BE5A4238525788D00583649,The Box,Full Service Restaurant,Routine,Reed Cranford,11/5/11 0:00,2,3,0,,Outdoor smoking area,3170,Physical Facilities in Good Repair,FALSE,FALSE,Floor around dishmachine and the staff bathroom door is not maintained in good repair,Maintain physical facilities in good repair. Poor repair and maintenance compromises the functionality of the physical facilities.,,3DAE98686BE5A4238525788D00583649,3DAE98686BE5A4238525788D00583649
2B66716E7061A1AA88256B6F0069C4D3,The Box,Active,Permitted,Full Service Restaurant,SWAS-79VHDD,109 2nd Street SE,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,C2868BD2DD048A60852578FB005A0F05,The Box,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,8/29/2011 12:00:00 AM,2,1,0,,Outdoor smoking area,3030,Hand Drying Provision,FALSE,FALSE,No disposable towels were provided at the hand washing lavatory in the kitchen.,"Hand drying devices such as individual disposable paper towels, a continuous towel system that supplies the user with a clean towel or heated air hand drying device must be provided at all hand washing lavatories to encourage proper hand washing and avoid employees to drying their hands on their clothing or other unclean materials",Corrected,C2868BD2DD048A60852578FB005A0F05,C2868BD2DD048A60852578FB005A0F05
2B66716E7061A1AA88256B6F0069C4D3,The Box,Active,Permitted,Full Service Restaurant,SWAS-79VHDD,109 2nd Street SE,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,C2868BD2DD048A60852578FB005A0F05,The Box,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,8/29/2011 12:00:00 AM,2,1,0,,Outdoor smoking area,1900,Equipment and Utensils - Hot Water and Chemical Sanitizing*,TRUE,FALSE,"Due to improper operation of the low temperature chemical sanitizing mechanical warewashing machine, equipment food-contact surfaces and utensils are not sanitized after cleaning. (See 12 VAC 5-421-1700)",Repair the unit to restore chemical sanitization. Verify the level of sanitizer and continually monitor by the use of test strips/kit. Dishmachine company called during the inspection operator set up three compartment sink verified sanitizer level during the inspection.,Corrected,C2868BD2DD048A60852578FB005A0F05,C2868BD2DD048A60852578FB005A0F05
2B66716E7061A1AA88256B6F0069C4D3,The Box,Active,Permitted,Full Service Restaurant,SWAS-79VHDD,109 2nd Street SE,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,C2868BD2DD048A60852578FB005A0F05,The Box,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,8/29/2011 12:00:00 AM,2,1,0,,Outdoor smoking area,840,Ready-to-Eat - Potentially Hazardous Food - Disposition*,TRUE,FALSE,"According to the """"consume by"""" date on the commercially processed ready-to-eat (RTE) Soup ""Dashi"" in the refrigerator, the food should have been discarded 18 days for the soups ago.","Discard the food at this time and ensure all commercially processed RTE food is served, sold or discarded by the """"consume by"""" date after opening. Some harmful bacteria continue to grow even at refrigeration temperatures so limiting the amount of time in storage limits the amount of growth allowed for these bacteria.",Corrected,C2868BD2DD048A60852578FB005A0F05,C2868BD2DD048A60852578FB005A0F05
2B692CB29FC8B59B88256B6C007F12EB,Vito's Italian Restaurant,Active,Permitted,Full Service Restaurant,EBIE-57R2VQ,8181 Thomas Nelson Highway,Lovingston,Nelson,Virginia,22949,Yes,Yes,Yes,Thomas Jefferson,D6E3706C9995A18F8525786200577799,Vito's Italian Restaurant,Full Service Restaurant,Routine,Tom Eick,3/29/2011 12:00:00 AM,3,3,1.5,,Smoke Free,450,Hands - Preventing Contamination from Hands*,TRUE,FALSE,Employees observed handling ready-to-eat (RTE) food with their bare hands. Preping cucumber with bare hands.,"Provide suitable utensils such as deli tissue, spatulas, tongs, single-use gloves, or dispensing equipment to handle RTE food to prevent contamination from hands.",Corrected,D6E3706C9995A18F8525786200577799,D6E3706C9995A18F8525786200577799
2B692CB29FC8B59B88256B6C007F12EB,Vito's Italian Restaurant,Active,Permitted,Full Service Restaurant,EBIE-57R2VQ,8181 Thomas Nelson Highway,Lovingston,Nelson,Virginia,22949,Yes,Yes,Yes,Thomas Jefferson,D6E3706C9995A18F8525786200577799,Vito's Italian Restaurant,Full Service Restaurant,Routine,Tom Eick,3/29/2011 12:00:00 AM,3,3,1.5,,Smoke Free,0470 A 4,"Food - Packaged and Unpackaged - Separation, Packaging, and Segregation",FALSE,FALSE,"Observed the following food was observed stored without being in packages, in covered containers, or wrapped: flour bags in the outside storage building..","Store food in packages, covered containers, or wrappings.",Corrected,D6E3706C9995A18F8525786200577799,D6E3706C9995A18F8525786200577799
